"Year","Month","Keyword","Frequency"
1989,3,hubble constant,1
1989,3,hydrogen,1
1989,3,hydroxyl emission,1
1989,3,hydroxyl radicals,1
1989,3,infrared spectra,1
1989,3,infrared spectroscopy,1
1989,3,interstellar masers,1
1989,3,interstellar matter,1
1989,3,interstellar: magnetic fields,1
1989,3,iras-araki-alcock,1
1989,3,iue,1
1989,3,leptonic semileptonic and radiative decays,1
1989,3,limb brightening,1
1989,3,line profiles,1
1989,3,lunar science,1
1989,3,lyman alpha radiation,1
1989,3,magellanic clouds,1
1989,3,magnetic field configurations,1
1989,3,magnetic field reconnection,1
1989,3,magnetic fields,1
1989,3,magnetic flux,1
1989,3,magnetohydrodynamics,1
1989,3,masers,1
1989,3,mass flow,1
1989,3,meteorites,1
1989,3,methods statistical,1
1989,3,molecular gases,1
1989,3,molecular rotation,1
1989,3,molecular spectra,1
1989,3,molecules,1
1989,3,momentum transfer,1
1989,3,nebulae,1
1989,3,nebulae: abundances,1
1989,3,nebulae: individual,1
1989,3,nebulae: individual alphanumeric: 1e 0102-7219,1
1989,3,nebulae: orion nebula,1
1989,3,nebulae: planetary,1
1989,3,nebulae: supernova remnants,1
1989,3,nuclear reactions;nucleosynthesis;abundances,1
1989,3,numerical analysis,1
1989,3,numerical methods,1
1989,3,o stars,1
1989,3,orion nebula,1
1989,3,oxygen spectra,1
1989,3,peculiar galaxies,1
1989,3,photodissociation,1
1989,3,photoionization,1
1989,3,planetary nebulae,1
1989,3,plasmas,1
1989,3,polarization characteristics,1
1989,3,power spectra,1
1989,3,quasars,1
1989,3,radar cross sections,1
1989,3,radial velocity,1
1989,3,radiant flux density,1
1989,3,radiation counters,1
1989,3,radiation detectors,1
1989,3,radiation distribution,1
1989,3,radiation spectra,1
1989,3,radii,1
1989,3,radio emission,1
1989,3,radio sources: 21 cm radiation,1
1989,3,radio sources: galaxies,1
1989,3,radio sources: variable,1
1989,3,radio telescopes,1
1989,3,relic radiation,1
1989,3,roughness,1
1989,3,seyfert galaxies,1
1989,3,shock waves,1
1989,3,signal to noise ratios,1
1989,3,solar corona,1
1989,3,solar flares,1
1989,3,solar interior,1
1989,3,solar magnetic field,1
1989,3,solar oscillations,1
1989,3,solar rotation,1
1989,3,solar velocity,1
1989,3,solar wind,1
1989,3,southern sky,1
1989,3,space radiation,1
1989,3,space vehicles,1
1989,3,spacecraft observations,1
1989,3,spectral energy distribution,1
1989,3,star clusters,1
1989,3,stars:  rr lyrae,1
1989,3,stars: carbon,1
1989,3,stars: early-type,1
1989,3,stars: formation,1
1989,3,stars: pre-main-sequence,1
1989,3,stars: rotation,1
1989,3,stars: supernovae,1
1989,3,stars: variables,1
1989,3,stars: x-rays,1
1989,3,statistical methods,1
1989,3,stellar color,1
1989,3,stellar composition,1
1989,3,stellar magnitude,1
1989,3,stellar mass accretion,1
1989,3,stellar models,1
1989,3,stellar orbits,1
1989,3,stellar spectrophotometry,1
1989,3,stellar temperature,1
1989,3,sun: interior,1
1989,3,sun: oscillations,1
1989,3,sun: rotation,1
1989,3,supernova remnants,1
1989,3,supernovae,1
1989,3,surface,1
1989,3,surface science,1
1989,3,symmetry and conservation laws,1
1989,3,t tauri stars,1
1989,3,tables (data),1
1989,3,temperature distribution,1
1989,3,temperature gradients,1
1989,3,theoretical studies,1
1989,3,theory,1
1989,3,thermal conductivity,1
1989,3,thermal emission,1
1989,3,ultraviolet astronomy,1
1989,3,ultraviolet radiation,1
1989,3,ultraviolet: spectra,1
1989,3,variable stars,1
1989,3,velocity measurement,1
1989,3,vibration,1
1989,3,vibrational spectra,1
1989,3,visual photometry,1
1989,3,water masers,1
1989,3,x ray sources,1
1989,3,x ray telescopes,1
1989,3,x rays,1
1989,3,x-rays: sources,1
1989,3,zeeman effect,1
1989,4,a stars,1
1989,4,absorption cross sections,1
1989,4,abundance,1
1989,4,accretion disks,1
1989,4,apsides,1
1989,4,astronomical photometry,1
1989,4,binary stars,1
1989,4,bl lacertae objects,1
1989,4,bow waves,1
1989,4,brightness,1
1989,4,cepheid variables,1
1989,4,charge coupled devices,1
1989,4,companion stars,1
1989,4,continuous spectra,1
1989,4,cool stars,1
1989,4,coronal holes,1
1989,4,crab nebula,1
1989,4,dark matter,1
1989,4,data bases,1
1989,4,doppler effect,1
1989,4,dwarf novae,1
1989,4,early stars,1
1989,4,eclipsing binary stars,1
1989,4,electrophotometers,1
1989,4,ephemeris time,1
1989,4,expansion,1
1989,4,galactic clusters,1
1989,4,galactic mass,1
1989,4,galactic nuclei,1
1989,4,galactic rotation,1
1989,4,galaxies: clustering,1
1989,4,galaxies: individual,1
1989,4,galaxies: interactions,1
1989,4,galaxies: redshifts,1
1989,4,galaxies: seyfert,1
1989,4,geomagnetic tail,1
1989,4,geophysics,1
1989,4,gravitational effects,1
1989,4,h beta line,1
1989,4,halos,1
1989,4,herbig-haro objects,1
1989,4,hydrodynamics,1
1989,4,image reconstruction,1
1989,4,infrared astronomy satellite,1
1989,4,infrared photometry,1
1989,4,infrared sources (astronomy),1
1989,4,infrared spectra,1
1989,4,infrared: sources,1
1989,4,interacting galaxies,1
1989,4,interstellar chemistry,1
1989,4,irregular variable stars,1
1989,4,iue,1
1989,4,k stars,1
1989,4,line spectra,1
1989,4,lithium,1
1989,4,magnetic flux,1
1989,4,magnetic stars,1
1989,4,magnetohydrodynamic waves,1
1989,4,maximum entropy method,1
1989,4,methyl alcohol,1
1989,4,milky way galaxy,1
1989,4,missing mass (astrophysics),1
1989,4,molecular gases,1
1989,4,monte carlo method,1
1989,4,nasa programs,1
1989,4,neutron stars,1
1989,4,orbital elements,1
1989,4,orion nebula,1
1989,4,oscillator strengths,1
1989,4,oxygen isotopes,1
1989,4,perseid meteoroids,1
1989,4,photosphere,1
1989,4,physics: astronomy and astrophysics,1
1989,4,plasma jets,1
1989,4,plasma physics,1
1989,4,power spectra,1
1989,4,radio astronomy,1
1989,4,radio emission,1
1989,4,radio observation,1
1989,4,red shift,1
1989,4,sampling,1
1989,4,schumann-runge bands,1
1989,4,seyfert galaxies,1
1989,4,simulation,1
1989,4,solar activity,1
1989,4,solar corona,1
1989,4,solar flares,1
1989,4,solar prominences,1
1989,4,solar wind,1
1989,4,southern sky,1
1989,4,spatial resolution,1
1989,4,speckle interferometry,1
1989,4,spectral bands,1
1989,4,spectrophotometry,1
1989,4,stars: cepheids,1
1989,4,stars: chromospheres,1
1989,4,stars: emission-line,1
1989,4,stars: individual,1
1989,4,stars: individual constellation name: gk persei,1
1989,4,stars: individual constellation name: vy arietis,1
1989,4,stars: individual henry draper number: hd 17433,1
1989,4,stars: magnetic,1
1989,4,stars: novae,1
1989,4,stars: pre-main-sequence,1
1989,4,stars: winds,1
1989,4,statistical analysis,1
1989,4,stellar cores,1
1989,4,stellar coronas,1
1989,4,stellar evolution,1
1989,4,stellar luminosity,1
1989,4,stellar mass,1
1989,4,stellar models,1
1989,4,stellar rotation,1
1989,4,stellar spectra,1
1989,4,supernova 1987a,1
1989,4,supernova remnants,1
1989,4,supernovae,1
1989,4,synchrotron radiation,1
1989,4,t tauri stars,1
1989,4,tearing modes (plasmas),1
1989,4,triple stars,1
1989,4,ultraviolet astronomy,1
1989,4,ultraviolet spectra,1
1989,4,ultraviolet spectrophotometers,1
1989,4,ultraviolet: spectra,1
1989,4,velocity,1
1989,4,vibrational spectra,1
1989,4,visible spectrum,1
1989,4,wind velocity,1
1989,4,x ray astronomy,1
1989,4,x-rays: sources,1
1989,5,absorption spectroscopy,1
1989,5,active galactic nuclei,1
1989,5,andromeda galaxy,1
1989,5,astronomical catalogs,1
1989,5,astronomical maps,1
1989,5,astronomical models,1
1989,5,astronomy; asteroids,1
1989,5,atomic and molecular physics,1
1989,5,b stars,1
1989,5,binary stars,1
1989,5,brown dwarf stars,1
1989,5,calcium,1
1989,5,cameras,1
1989,5,carbon,1
1989,5,cassiopeia constellation,1
1989,5,celestial mechanics,1
1989,5,chaos,1
1989,5,charge coupled devices,1
1989,5,chemical composition,1
1989,5,color-magnitude diagram,1
1989,5,comets,1
1989,5,companion stars,1
1989,5,computational astrophysics,1
1989,5,computer methods,1
1989,5,cosmic dust,1
1989,5,data reduction,1
1989,5,diameters,1
1989,5,dipole moments,1
1989,5,display devices,1
1989,5,dissociation,1
1989,5,early stars,1
1989,5,eccentric orbits,1
1989,5,eccentricity,1
1989,5,ejecta,1
1989,5,ejection,1
1989,5,electron density (concentration),1
1989,5,electron states,1
1989,5,electron transitions,1
1989,5,error analysis,1
1989,5,extrasolar planets,1
1989,5,flight tests,1
1989,5,galactic rotation,1
1989,5,galactic structure,1
1989,5,galaxies: internal motions,1
1989,5,galaxies: structure,1
1989,5,galaxies: the galaxy,1
1989,5,gas cooling,1
1989,5,giant stars,1
1989,5,gravitation,1
1989,5,gravitational effects,1
1989,5,gravity effects,1
1989,5,h ii regions,1
1989,5,h lines,1
1989,5,heao 2,1
1989,5,heavy elements,1
1989,5,image converters,1
1989,5,image intensifiers,1
1989,5,image processing,1
1989,5,imaging techniques,1
1989,5,infrared sources (astronomy),1
1989,5,infrared: general,1
1989,5,infrared: sources,1
1989,5,interplanetary space,1
1989,5,interstellar extinction,1
1989,5,interstellar magnetic fields,1
1989,5,inverse scattering,1
1989,5,ionized gases,1
1989,5,iron,1
1989,5,jupiter,1
1989,5,jupiter (planet),1
1989,5,k stars,1
1989,5,late stars,1
1989,5,light curve,1
1989,5,light speed,1
1989,5,lyman alpha radiation,1
1989,5,magellanic clouds,1
1989,5,magnetic permeability,1
1989,5,memory (computers),1
1989,5,methods numerical,1
1989,5,milky way galaxy,1
1989,5,minor planets;asteroids,1
1989,5,molecular gases,1
1989,5,molecular ions,1
1989,5,nebulae: orion nebula,1
1989,5,orbital elements,1
1989,5,orion nebula,1
1989,5,oscillator strengths,1
1989,5,payloads,1
1989,5,perturbation theory,1
1989,5,perturbations,1
1989,5,phosphors,1
1989,5,photodissociation,1
1989,5,planetary evolution,1
1989,5,planetary nebulae,1
1989,5,planets,1
1989,5,radial velocity,1
1989,5,radiation detectors,1
1989,5,radiative lifetime,1
1989,5,radiative transfer,1
1989,5,radio jets (astronomy),1
1989,5,radio observation,1
1989,5,radio sources (astronomy),1
1989,5,radio sources: variable,1
1989,5,recombination reactions,1
1989,5,reflecting telescopes,1
1989,5,relativistic velocity,1
1989,5,rocket-borne photography,1
1989,5,rydberg series,1
1989,5,saturn,1
1989,5,saturn (planet),1
1989,5,scaling laws,1
1989,5,signal processing,1
1989,5,sky surveys (astronomy),1
1989,5,solar orbits,1
1989,5,solar system general,1
1989,5,sounding rockets,1
1989,5,spaceborne astronomy,1
1989,5,speckle interferometry,1
1989,5,spectrophotometry,1
1989,5,star distribution,1
1989,5,star formation,1
1989,5,stars: accretion,1
1989,5,stars: circumstellar shells,1
1989,5,stars: diameters,1
1989,5,stars: formation,1
1989,5,stars: individual alphanumeric: sn 1987a,1
1989,5,stars: late-type,1
1989,5,stars: rotation,1
1989,5,stars: supergiants,1
1989,5,stars: x-rays,1
1989,5,statistical analysis,1
1989,5,stellar activity,1
1989,5,stellar coronas,1
1989,5,stellar envelopes,1
1989,5,stellar evolution,1
1989,5,stellar rotation,1
1989,5,stellar spectrophotometry,1
1989,5,stellar structure,1
1989,5,stellar winds: bipolar nebulae,1
1989,5,stellar winds: emission-line stars,1
1989,5,stellar winds: radio lines,1
1989,5,stellar winds: temperatures,1
1989,5,stellar winds: vla observations,1
1989,5,supergiant stars,1
1989,5,tables (data),1
1989,5,telescopes,1
1989,5,titanium,1
1989,5,ultraviolet spectra,1
1989,5,very long base interferometry,1
1989,5,vidicons,1
1989,5,visible spectrum,1
1989,5,visual observation,1
1989,5,wave functions,1
1989,5,x ray astronomy,1
1989,5,x ray sources,1
1989,5,x ray telescopes,1
1989,6,04.20.jb,1
1989,6,27 cygni,1
1989,6,ammonia,1
1989,6,andromeda galaxy,1
1989,6,armatures,1
1989,6,astrochemistry,1
1989,6,astrometry,1
1989,6,astronomical catalogs,1
1989,6,astronomical photometry,1
1989,6,astronomy,1
1989,6,astronomy general,1
1989,6,astrophysics; comets,1
1989,6,b stars,1
1989,6,capacitors,1
1989,6,clusters: globular,1
1989,6,clusters: open,1
1989,6,color-magnitude diagram,1
1989,6,comae,1
1989,6,comet tails,1
1989,6,cometesimals,1
1989,6,composition,1
1989,6,computational astrophysics,1
1989,6,cool stars,1
1989,6,cooling flows (astrophysics),1
1989,6,cross correlation,1
1989,6,data processing,1
1989,6,dipole moments,1
1989,6,earth-based observations,1
1989,6,electric current,1
1989,6,electron impact,1
1989,6,electronics and electrical engineering,1
1989,6,encounters,1
1989,6,exact solutions,1
1989,6,f stars,1
1989,6,fine structure,1
1989,6,flux density,1
1989,6,fractals,1
1989,6,free radicals,1
1989,6,galactic bulge,1
1989,6,galactic clusters,1
1989,6,galactic mass,1
1989,6,galactic rotation,1
1989,6,galactic structure,1
1989,6,galaxies: clustering,1
1989,6,galaxies: individual,1
1989,6,galaxies: intergalactic medium,1
1989,6,galaxies: internal motions,1
1989,6,galaxies: local group,1
1989,6,galaxies: stellar content,1
1989,6,gas pressure,1
1989,6,giant stars,1
1989,6,giotto mission,1
1989,6,globular clusters,1
1989,6,grains,1
1989,6,ground state,1
1989,6,h ii regions,1
1989,6,halley,1
1989,6,heao 2,1
1989,6,helium plasma,1
1989,6,history,1
1989,6,hubble constant,1
1989,6,hypotheses,1
1989,6,infrared astronomy satellite,1
1989,6,instrumentation and photography,1
1989,6,interplanetary dust,1
1989,6,interstellar chemistry,1
1989,6,interstellar extinction,1
1989,6,interstellar matter,1
1989,6,interstellar radiation,1
1989,6,ionization potentials,1
1989,6,ism dust extinction,1
1989,6,iue,1
1989,6,kohoutek,1
1989,6,kohoutek comet,1
1989,6,laboratory spectra,1
1989,6,lightcurves,1
1989,6,line identifications,1
1989,6,line spectra,1
1989,6,magnetohydrodynamics,1
1989,6,mass-luminosity relation,1
1989,6,metallicity,1
1989,6,metastable state,1
1989,6,methyl alcohol,1
1989,6,molecular energy levels,1
1989,6,molecular excitation,1
1989,6,molecular spectra,1
1989,6,monte carlo method,1
1989,6,morphology,1
1989,6,nebulae,1
1989,6,nebulae: h ii regions,1
1989,6,nebulae: individual ngc number: ngc 6334,1
1989,6,neutron stars,1
1989,6,o stars,1
1989,6,open clusters,1
1989,6,optical thickness,1
1989,6,parabolic antennas,1
1989,6,perturbation theory,1
1989,6,plasma conductivity,1
1989,6,plasma diagnostics,1
1989,6,polarization characteristics,1
1989,6,potential energy,1
1989,6,pre-main sequence stars,1
1989,6,radiative lifetime,1
1989,6,radio astronomy,1
1989,6,radio emission,1
1989,6,radio sources (astronomy),1
1989,6,radio sources: lines,1
1989,6,radio spectroscopy,1
1989,6,railgun accelerators,1
1989,6,review,1
1989,6,satellite observations,1
1989,6,silicon carbides,1
1989,6,silicon oxides,1
1989,6,simulation,1
1989,6,solar observatories,1
1989,6,solar radio bursts,1
1989,6,solar system general,1
1989,6,space vehicles,1
1989,6,spacecraft observations,1
1989,6,spatial distribution,1
1989,6,spectral emission,1
1989,6,spectral energy distribution,1
1989,6,stars: catalogs,1
1989,6,stars: diameters,1
1989,6,stars: early-type,1
1989,6,stars: eclipsing binaries,1
1989,6,stars: evolution,1
1989,6,stars: formation,1
1989,6,stars: individual,1
1989,6,stars: late-type,1
1989,6,stars: pre--main-sequence,1
1989,6,stars: stellar dynamics,1
1989,6,stellar evolution,1
1989,6,stellar mass ejection,1
1989,6,stellar orbits,1
1989,6,supernovae,1
1989,6,sweep frequency,1
1989,6,tables (data),1
1989,6,theory,1
1989,6,thermal emission,1
1989,6,variable stars,1
1989,6,vega project,1
1989,6,vibrational spectra,1
1989,6,wave functions,1
1989,6,x ray binaries,1
1989,6,x ray sources,1
1989,6,x ray spectra,1
1989,6,x-rays: binaries,1
1989,7,14.80.pb,1
1989,7,34.80.gs,1
1989,7,46.10.+z,1
1989,7,63.20.ry,1
1989,7,63.70.+h,1
1989,7,98.70.vc,1
1989,7,98.80.cq,1
1989,7,abundance,1
1989,7,active galactic nuclei,1
1989,7,angular velocity,1
1989,7,anharmonic lattice modes,1
1989,7,astronomical models,1
1989,7,astronomical spectroscopy,1
1989,7,astronomy general,1
1989,7,astronomy x rays,1
1989,7,azimuth,1
1989,7,background radiation,1
1989,7,background radiations,1
1989,7,black holes (astronomy),1
1989,7,blazars,1
1989,7,bragg angle,1
1989,7,brightness distribution,1
1989,7,calibrating,1
1989,7,cerenkov counters,1
1989,7,cesium iodides,1
1989,7,chemical evolution,1
1989,7,circular polarization,1
1989,7,clusters: open,1
1989,7,coherent scattering,1
1989,7,collisions,1
1989,7,color-magnitude diagram,1
1989,7,compton effect,1
1989,7,cosmic dust,1
1989,7,cosmology,1
1989,7,coulomb collisions,1
1989,7,crab nebula,1
1989,7,data acquisition,1
1989,7,digital simulation,1
1989,7,dwarf stars,1
1989,7,early stars,1
1989,7,echelle gratings,1
1989,7,electron density (concentration),1
1989,7,electron energy,1
1989,7,electron impact,1
1989,7,electrostatic waves,1
1989,7,elliptical galaxies,1
1989,7,exosat satellite,1
1989,7,fabrication,1
1989,7,far infrared radiation,1
1989,7,flow velocity,1
1989,7,forbidden bands,1
1989,7,galactic clusters,1
1989,7,galactic evolution,1
1989,7,galactic structure,1
1989,7,galaxies: clustering,1
1989,7,galaxies: individual messier number: m87,1
1989,7,galaxies: intergalactic medium,1
1989,7,galaxies: interstellar matter,1
1989,7,galaxies: jets,1
1989,7,galaxies: magellanic clouds,1
1989,7,galaxies: x-rays,1
1989,7,gravitational effects,1
1989,7,grazing incidence,1
1989,7,ground state,1
1989,7,heao 2,1
1989,7,high resolution,1
1989,7,hydromagnetics,1
1989,7,hydroxyl radicals,1
1989,7,image processing,1
1989,7,infrared astronomy,1
1989,7,infrared sources (astronomy),1
1989,7,infrared: sources,1
1989,7,infrared: spectra,1
1989,7,instrument errors,1
1989,7,instrumentation and photography,1
1989,7,instrumentation detectors,1
1989,7,interplanetary space,1
1989,7,interstellar: molecules,1
1989,7,iue,1
1989,7,kepler laws,1
1989,7,laminates,1
1989,7,late stars,1
1989,7,light curve,1
1989,7,line shape,1
1989,7,line spectra,1
1989,7,lithium,1
1989,7,lorentz force,1
1989,7,low frequencies,1
1989,7,luminosity,1
1989,7,magellanic clouds,1
1989,7,magnesium,1
1989,7,magnetic field configurations,1
1989,7,magnetic fields,1
1989,7,magnetic flux,1
1989,7,magnetohydrodynamic flow,1
1989,7,magnetohydrodynamic stability,1
1989,7,main sequence stars,1
1989,7,mapping,1
1989,7,mechanical properties,1
1989,7,metallicity,1
1989,7,milky way galaxy,1
1989,7,mira variables,1
1989,7,molecular excitation,1
1989,7,molecular excitation and ionization by electron impact,1
1989,7,molecular ions,1
1989,7,molecular rotation,1
1989,7,molecular spectra,1
1989,7,monte carlo method,1
1989,7,near infrared radiation,1
1989,7,nebulae: crab nebula,1
